first_month,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,19,20
2016-09,1.0,,,,,,,,,,,,,,,,,,,
2016-10,1.0,,,,,,0.003816793893129771,,,0.003816793893129771,,0.003816793893129771,,0.003816793893129771,,0.003816793893129771,,0.003816793893129771,0.007633587786259542,0.007633587786259542
2016-12,1.0,1.0,,,,,,,,,,,,,,,,,,
2017-01,1.0,0.002789400278940028,0.002789400278940028,0.001394700139470014,0.0041841004184100415,0.001394700139470014,0.0041841004184100415,0.001394700139470014,0.001394700139470014,,0.0041841004184100415,0.001394700139470014,0.00697350069735007,0.0041841004184100415,0.001394700139470014,0.001394700139470014,0.002789400278940028,0.0041841004184100415,0.001394700139470014,
2017-02,1.0,0.0018427518427518428,0.003071253071253071,0.0012285012285012285,0.0042997542997543,0.0012285012285012285,0.002457002457002457,0.0018427518427518428,0.0012285012285012285,0.0018427518427518428,0.0012285012285012285,0.003071253071253071,0.0012285012285012285,0.0018427518427518428,0.0012285012285012285,0.0006142506142506142,0.0006142506142506142,0.0018427518427518428,,
2017-03,1.0,0.0043947263284059125,0.003595685177786656,0.003995205753096284,0.003595685177786656,0.0015980823012385138,0.0015980823012385138,0.0031961646024770275,0.0031961646024770275,0.0007990411506192569,0.003595685177786656,0.0011985617259288853,0.001997602876548142,0.0011985617259288853,0.0015980823012385138,0.0023971234518577705,0.0007990411506192569,0.0011985617259288853,,
2017-04,1.0,0.0062056737588652485,0.002216312056737589,0.0017730496453900709,0.0026595744680851063,0.0026595744680851063,0.0035460992907801418,0.0031028368794326243,0.0031028368794326243,0.0017730496453900709,0.0026595744680851063,0.0008865248226950354,0.0004432624113475177,0.0004432624113475177,0.0008865248226950354,0.0008865248226950354,0.0013297872340425532,,,
2017-05,1.0,0.004636337293538105,0.004636337293538105,0.0028977108084613156,0.0028977108084613156,0.003187481889307447,0.004056795131845842,0.0014488554042306578,0.002607939727615184,0.002607939727615184,0.002607939727615184,0.0034772529701535787,0.0023181686467690526,0.0002897710808461316,0.0017386264850767893,0.002028397565922921,,,,
2017-06,1.0,0.004939084622983207,0.003951267698386566,0.004280540006585446,0.0029634507737899243,0.003951267698386566,0.0036219953901876854,0.0023049061573921633,0.0013170892327955218,0.001975633849193283,0.0029634507737899243,0.0036219953901876854,0.0016463615409944023,0.0016463615409944023,0.0023049061573921633,,,,,
2017-07,1.0,0.005330490405117271,0.003464818763326226,0.002398720682302772,0.002931769722814499,0.0021321961620469083,0.0031982942430703624,0.0010660980810234541,0.0018656716417910447,0.0026652452025586353,0.0021321961620469083,0.002931769722814499,0.0013326226012793177,0.002398720682302772,,,,,,
2017-08,1.0,0.006901651466600937,0.0034508257333004683,0.0027113630761646536,0.0034508257333004683,0.0051762385999507025,0.0029578506285432584,0.0027113630761646536,0.0014789253142716292,0.0014789253142716292,0.002464875523786049,0.001971900419028839,0.0012324377618930244,,,,,,,
2017-09,1.0,0.006993006993006993,0.005494505494505495,0.0027472527472527475,0.004495504495504496,0.002247752247752248,0.002247752247752248,0.0024975024975024975,0.0027472527472527475,0.0017482517482517483,0.0024975024975024975,0.0007492507492507493,,,,,,,,
2017-10,1.0,0.007162661737523105,0.0025415896487985213,0.0009242144177449168,0.0023105360443622922,0.0020794824399260627,0.0020794824399260627,0.0036968576709796672,0.0027726432532347504,0.0018484288354898336,0.0020794824399260627,,,,,,,,,
2017-11,1.0,0.0056657223796034,0.0036827195467422098,0.0016997167138810198,0.0016997167138810198,0.0018413597733711049,0.0011331444759206798,0.0018413597733711049,0.0012747875354107649,0.0005665722379603399,,,,,,,,,,
2017-12,1.0,0.0020606968902210565,0.002810041213937804,0.0033720494567253652,0.0026227051330086175,0.0020606968902210565,0.0016860247283626826,0.00018733608092918696,0.0018733608092918695,,,,,,,,,,,
2018-01,1.0,0.0033615901783104357,0.0036539023677287343,0.0029231218941829875,0.0029231218941829875,0.001607717041800643,0.0017538731365097924,0.00233849751534639,,,,,,,,,,,,
2018-02,1.0,0.003498727735368957,0.003975826972010178,0.0030216284987277355,0.002544529262086514,0.0022264631043256997,0.0020674300254452924,,,,,,,,,,,,,
2018-03,1.0,0.003985828166519044,0.002952465308532625,0.002952465308532625,0.00118098612341305,0.00118098612341305,,,,,,,,,,,,,,
2018-04,1.0,0.005925250683682771,0.003038590094196293,0.002430872075357034,0.0013673655423883319,,,,,,,,,,,,,,,
2018-05,1.0,0.00522594528127882,0.00261297264063941,0.0018444512757454657,,,,,,,,,,,,,,,,
2018-06,1.0,0.004253147329023477,0.0027220142905750254,,,,,,,,,,,,,,,,,
2018-07,1.0,0.005210959825180703,,,,,,,,,,,,,,,,,,
2018-08,1.0,,,,,,,,,,,,,,,,,,,
